,Title,Author,ID,Date_updated,Rating,Pairing,Warning,Complete,Language,Word_count,Num_chapters,Num_comments,Num_kudos,Num_bookmarks,Num_hits,Date_published,Success
1677,Slipping something into his drink,Mischiefs_Hawk,17952110,2019-02-28,Not Rated,M/M,"Choose Not To Use Archive Warnings, Rape/Non-Con",Complete Work,English,1925,1,3,248,35,4528,2019-02-28,1
1678,【GGAD】囹圄（现代AU/PWP一发完）,KKlynx,17951294,2019-02-28,Explicit,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,3106,1,0,84,3,6138,2019-02-28,1
1679,Fire and Silver,Litsetaure,17942993,2019-02-27,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2806,1,43,86,6,1141,2019-02-27,1
1680,【ggAD】秘闻（名门逆子X教宗，现代AU）,majiabumie,17941745,2019-02-27,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,3496,1,0,23,0,1407,2019-02-27,0
1681,Candy,MiaMiMia,16694476,2019-02-26,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,中文-普通话 國語,53450,8,7,996,23,33683,2018-11-21,1
1682,A Person is Not a Painting,sudowoodo,17922701,2019-02-26,Mature,M/M,No Archive Warnings Apply,Complete Work,English,3026,1,14,152,12,1448,2019-02-26,1
1683,【GGNS/ADNS】第三条路,Aredhel_M,17920757,2019-02-25,Teen And Up Audiences,M/M,Rape/Non-Con,Complete Work,中文-普通话 國語,3310,1,0,12,0,812,2019-02-25,0
1684,【GGAD】Black Sea （AU！/ABO）10,shentu,17920073,2019-02-25,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,4510,1,0,19,0,1465,2019-02-25,0
1685,制作手套,GalacticWalker,17918531,2019-02-25,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,4759,1,2,20,0,1341,2019-02-25,0
1686,"Always Silver, Never Gold",Kierkegarden,17915309,2019-02-25,Teen And Up Audiences,Gen,No Archive Warnings Apply,Complete Work,English,7748,1,29,118,27,1310,2019-02-25,1
1687,Epoch of Disorder,Atypical16 (orphan_account),17465870,2019-02-24,Mature,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,9749,3,3,15,1,927,2019-01-18,0
1688,The Prophecy of Good and Evil,JayLeonis,16938243,2019-02-24,Teen And Up Audiences,"Gen, M/M",Choose Not To Use Archive Warnings,Complete Work,Deutsch,15179,16,5,45,1,818,2018-12-10,1
1689,【GGAD】沦陷,RWahs,17908865,2019-02-24,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,3223,1,1,169,4,12401,2019-02-25,1
1690,Come what may,38Akdi,17908331,2019-02-24,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,379,1,2,59,2,629,2019-02-24,1
1691,the touch of your hand,kantele,17905958,2019-02-24,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1048,1,15,101,7,1864,2019-02-24,1
1692,Thorns,GrindeldoreLover,17864408,2019-02-23,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,7178,3,7,35,3,684,2019-02-20,0
1693,【GGAD】如何有效地避免你侄子重蹈你的覆辙-番外-敞开裤裆说亮话,ThatKup,17896328,2019-02-23,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,8780,1,0,40,3,1850,2019-02-23,1
1694,what comes after,kantele,17895629,2019-02-23,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,566,1,25,164,8,1808,2019-02-23,1
1695,Love in the 2000s,obviouslyelementary,17638043,2019-02-23,Teen And Up Audiences,"F/F, F/M, Gen, M/M",Choose Not To Use Archive Warnings,Work in Progress,English,35000,20,80,87,3,1483,2019-02-02,1
1696,「GGAD 」 Promise （下）,xuezouyoki,17893169,2019-02-23,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,3336,1,0,27,1,1273,2019-02-23,0
1697,「GGAD 」 Promise （上）,xuezouyoki,17893142,2019-02-23,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,5270,1,1,19,0,1206,2019-02-23,0
1698,what we say in the shadows,kantele,17885039,2019-02-22,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1057,1,19,136,5,1763,2019-02-22,1
1699,【GGAD】fall for you,caviaryusi,25419574,2019-02-22,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,526,1,0,0,0,68,2019-02-22,0
1700,孤独的心,momokii_yj,17692448,2019-02-22,Mature,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,60602,18,6,24,4,744,2019-02-07,0
1701,the things we say,kantele,17875850,2019-02-21,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,708,1,15,145,4,1774,2019-02-21,1
1702,The Light That Never Goes Out,orphan_account,17873792,2019-02-21,Mature,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,2791,1,5,38,3,782,2019-02-24,1
1703,【GGAD】Sacrifice 14（使女au/垃圾ABO/带球跑/破镜重圆）,Shyuka,17872313,2019-02-21,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,1817,1,0,26,1,3972,2019-02-21,0
1704,Caricias (TRADUCCIÓN),Nicole_Moon,17863787,2019-02-20,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Español,1098,1,0,13,0,243,2019-02-20,0
1705,Gellert Grindelwald And The Time Turner - 格林德沃与时间转换器,ElisaT,17863193,2019-02-20,Explicit,M/M,Choose Not To Use Archive Warnings,Work in Progress,中文-普通话 國語,8349,3,0,28,1,731,2019-02-20,0
1706,Need you now,obviouslyelementary,17857724,2019-02-19,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1266,1,6,94,2,943,2019-02-20,1
1707,超自然爱情,Lily_Xie,17856518,2019-02-19,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,English,5191,1,0,19,1,1307,2019-02-19,0
1708,黑魔王的家庭日記(GGAD),abc761012,17541866,2019-02-19,General Audiences,M/M,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",Complete Work,中文-普通话 國語,28948,16,0,4,2,3005,2019-01-25,0
1709,Whatever Will Be,evilfox,17849174,2019-02-19,General Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,1912,1,0,3,0,151,2019-02-19,0
1710,【PWP】荒唐一夜(3p预警),Crussio,17849105,2019-02-19,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,5525,1,0,57,2,6095,2019-02-19,1
1711,The Big Day,IzzyDowneyPace,17840558,2019-02-18,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,12167,1,0,21,0,1542,2019-02-18,0
1712,Always you,Lucky_Moony,17204624,2019-02-18,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,23733,10,148,399,31,7340,2018-12-29,1
1713,Au bout de la plume,Calimera,17788613,2019-02-17,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,1683,1,7,13,1,269,2019-02-17,0
1714,【GGAD】Sacrifice 13（使女au/垃圾ABO/带球跑/破镜重圆）,Shyuka,17826101,2019-02-17,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,1594,1,0,22,0,3207,2019-02-17,0
1715,Incaendium,GreaterGood (1oveclub),17820989,2019-02-17,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1410,1,17,375,51,5500,2019-02-17,1
1716,И тьма воссияет,Gwailome,17812598,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,8776,1,0,17,2,454,2019-02-16,0
1717,И пусть чудовища спят,gentleman_bastard,17809313,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,72857,6,35,242,13,3983,2019-02-16,1
1718,Четвертый дар Смерти,seane,17812532,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,6762,1,0,25,4,437,2019-02-16,0
1719,【怪產&HP】Three Glasses Of Drink,ansaamy12,17812529,2019-02-16,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,1344,1,0,0,0,90,2019-02-16,0
1720,И вперед,WTF_Gelbus_2019,17812496,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,5726,1,0,31,3,407,2019-02-16,0
1721,Дым и вереск,TandMfan,17812445,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,538,1,0,8,0,191,2019-02-16,0
1722,Erised,TandMfan,17812406,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,724,1,0,3,0,150,2019-02-16,0
1723,Никто не отнимет,TandMfan,17812346,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,704,1,0,5,0,182,2019-02-16,0
1724,Встреча,seane,17812181,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,1167,1,0,19,0,283,2019-02-16,0
1725,Двое и смерть,seane,17812115,2019-02-16,Mature,M/M,No Archive Warnings Apply,Complete Work,Русский,1689,1,0,20,0,221,2019-02-16,0
1726,一個AD自己黑化然後又拖NS一同黑化的梗,nova2837,17811176,2019-02-16,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,3131,1,0,6,0,553,2019-02-16,0
1727,Всего лишь зеркало,WTF_Gryffindor_2019,17811110,2019-02-16,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,Русский,1297,1,0,5,0,147,2019-02-16,0
1728,Кальмар,WTF_Gryffindor_2019,17811041,2019-02-16,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,Русский,2054,1,0,11,2,138,2019-02-16,0
1729,The First Drop,obviouslyelementary,17576462,2019-02-16,Teen And Up Audiences,"Gen, M/M, F/F",Choose Not To Use Archive Warnings,Work in Progress,English,27910,17,72,79,7,1405,2019-01-28,1
1730,Здесь и сейчас,WTFFantasticBeasts2019,17809607,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,1627,1,0,5,1,224,2019-02-16,0
1731,Омут памяти,Isfir,17808941,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,950,1,0,6,1,262,2019-02-16,0
1732,Gellert is number ONE!,katychan666,17808680,2019-02-16,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1532,1,17,161,10,1834,2019-02-16,1
1733,Контрольная по ЗОТИ,Isfir,17808281,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,1970,1,0,19,1,245,2019-02-16,0
1734,Домик в Альпах,Isfir,17808008,2019-02-16,Explicit,M/M,No Archive Warnings Apply,Complete Work,Русский,4328,1,0,13,3,318,2019-02-16,0
1735,五次格林德沃在邓布利多面前使用漂浮咒，一次邓布利多回击瓦迪瓦西！,the_dream_of_the_lost_paradise,17807195,2019-02-16,General Audiences,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,5841,1,0,11,0,371,2019-02-16,0
1736,Grey Mornings,Fallynleaf,17807102,2019-02-15,General Audiences,Gen,No Archive Warnings Apply,Complete Work,English,1996,1,14,75,6,556,2019-02-15,1
1737,Concomitant,GreaterGood (1oveclub),17710904,2019-02-15,Not Rated,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,6219,7,19,68,6,616,2019-02-08,1
1738,今天星期三,lianyunzhiyu,17796038,2019-02-15,Not Rated,M/M,"Graphic Depictions Of Violence, Rape/Non-Con, Underage",Complete Work,中文-普通话 國語,4673,1,0,13,0,5900,2019-02-15,0
1739,Jealousy suits his two colored eyes,NellisTable,17787878,2019-02-14,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,3222,1,6,83,5,2228,2019-02-14,1
1740,Le Bal des Trois Sorciers,Kitsune_N_Aquatik,17787086,2019-02-14,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,13364,1,2,8,1,204,2019-02-14,0
1741,Shining Like the Sun,BC_Brynn,17562347,2019-02-14,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,3016,2,4,79,7,1207,2019-01-27,1
1742,Les valses de Vienne,Kitsune_N_Aquatik,17781374,2019-02-14,General Audiences,M/M,No Archive Warnings Apply,Complete Work,Français,1407,1,5,8,0,148,2019-02-14,0
1743,【ADGG/中年组/情人节贺文/开车】礼物,AVeryHugeCloud,17692667,2019-02-14,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,6666,2,0,40,1,3590,2019-02-07,1
1744,Albus' Valentine,AlbusGellertAlways,17774369,2019-02-14,Teen And Up Audiences,M/M,Underage,Complete Work,English,1416,1,18,48,2,1207,2019-02-14,1
1745,"Together, We'll Make It Work",katychan666,17417981,2019-02-14,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Work in Progress,English,15841,7,41,88,7,1126,2019-01-14,1
1746,"Happy Valentine’s Day, My Love",Grindeldore19,17769203,2019-02-13,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,1480,1,4,85,8,944,2019-02-13,1
1747,Scandalous,grindellore (Kate_Marley),17768831,2019-02-13,Mature,M/M,No Archive Warnings Apply,Complete Work,English,3725,1,13,127,15,1291,2019-02-13,1
1748,【GGAD】永不凋谢的玫瑰11,Astronomical_Cachet,17767151,2019-02-13,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,3040,1,0,10,0,771,2019-02-13,0
1749,Nothing But Socks,comradecourt,17766851,2019-02-13,Explicit,Multi,No Archive Warnings Apply,Complete Work,English,1515,1,5,50,4,908,2019-02-13,1
1750,I can’t let you go (your handprint’s on my soul),Ascel,17764721,2019-02-13,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,6146,1,26,125,19,1012,2019-02-13,1
1751,【GGAD】如何有效地避免你侄子重蹈你的覆辙40,ThatKup,17756300,2019-02-12,Mature,M/M,Choose Not To Use Archive Warnings,Complete Work,English,4046,1,0,35,1,2362,2019-02-12,0
1752,【GGAD】Black Sea  9,shentu,17755961,2019-02-12,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,1608,1,0,19,0,1414,2019-02-12,0
1753,探监,Naloxone,17754926,2019-02-12,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,6414,1,0,19,2,785,2019-02-12,0
1754,昨日之河（二）,Naloxone,17754491,2019-02-12,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,4600,1,1,41,1,1862,2019-02-12,1
1755,杨花梦,Zhenhuai_13,17753486,2019-02-12,Not Rated,F/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,3640,1,0,35,2,2568,2019-02-12,0
1756,Albus' Mortification,AlbusGellertAlways,17747444,2019-02-12,Mature,M/M,No Archive Warnings Apply,Complete Work,English,1244,1,12,97,4,2145,2019-02-12,1
1757,【GGAD】摇滚先生,majiabumie,16975074,2019-02-11,Mature,M/M,"Choose Not To Use Archive Warnings, Graphic Depictions Of Violence",Work in Progress,中文-普通话 國語,22243,13,5,135,8,3485,2018-12-13,1
1758,【ggAD】他的确那么喜欢你,RWahs,17463530,2019-02-11,Explicit,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,12099,2,9,182,9,5514,2019-01-19,1
1759,To know you anywhere,FrozenBrownie,17735972,2019-02-10,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,4367,1,11,140,16,2819,2019-02-11,1
1760,summer heat,kantele,17732123,2019-02-10,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,875,1,12,141,6,1668,2019-02-10,1
1761,GGAD 熄灯器（Put-outer/Deluminator),cyclone_witch,17730953,2019-02-10,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,3380,1,1,6,3,2048,2019-02-10,0
1762,I want it (you),obviouslyelementary,17729822,2019-02-10,Explicit,M/M,Choose Not To Use Archive Warnings,Complete Work,English,3191,1,15,156,13,2663,2019-02-10,1
1763,【翻译】三十五封信,Aquinnah,17727569,2019-02-10,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,19397,1,4,67,17,2459,2019-02-10,1
1764,万物法则,Aquinnah,17727500,2019-02-10,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,20818,1,0,5,0,282,2019-02-10,0
1765,Interrogation,orphan_account,17719106,2019-02-09,General Audiences,"F/M, M/M",Choose Not To Use Archive Warnings,Complete Work,English,1343,1,5,133,11,1773,2019-02-09,1
1766,June,authoressstarlight,17715434,2019-02-09,General Audiences,M/M,No Archive Warnings Apply,Complete Work,English,2415,1,7,25,4,364,2019-02-09,0
1767,Collateral,v_dolokhov,17714468,2019-02-09,Teen And Up Audiences,Gen,Choose Not To Use Archive Warnings,Complete Work,Русский,2880,1,0,14,1,179,2019-02-09,0
1768,things burnt in our wake,kantele,17706836,2019-02-08,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,782,1,8,119,4,2001,2019-02-08,1
1769,【GGAD】夜深忽梦少年事,Victor001,17702630,2019-02-08,Not Rated,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,809,1,1,31,1,3691,2019-02-08,0
1770,【GGAD】永恒高塔（哨向设定/战败梗/PWP一发完）,KKlynx,17702606,2019-02-08,Explicit,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,5180,1,0,63,3,6539,2019-02-08,1
1771,Love Me Or Leave Me,AlbusGellertAlways,17701847,2019-02-08,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,2278,1,19,107,9,1942,2019-02-08,1
1772,Who Hurt You?,orphan_account,17698058,2019-02-07,Teen And Up Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,2054,1,5,64,2,991,2019-02-07,1
1773,things we do in the dark,kantele,17696678,2019-02-07,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,605,1,21,184,10,2293,2019-02-07,1
1774,失而复得,momokii_yj,17253983,2019-02-07,Explicit,M/M,No Archive Warnings Apply,Complete Work,中文-普通话 國語,52144,20,5,142,10,5624,2019-01-02,1
1775,【ggad】盖尔，你爱我吗？,mikunanana,17691455,2019-02-07,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,2584,1,0,7,1,491,2019-02-07,0
1776,"our hands, intertwined",kantele,17684930,2019-02-06,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,662,1,15,123,6,1553,2019-02-06,1
1777,[GGAD]和平協議書,nova2837,17682131,2019-02-06,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,4177,1,2,8,0,800,2019-02-06,0
1778,this is how it ends,kantele,17673962,2019-02-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,874,1,12,139,6,1990,2019-02-05,1
1779,More Than One,orphan_account,17672093,2019-02-05,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,English,1539,1,7,63,2,862,2019-02-05,1
1780,those summer days,kantele,17671682,2019-02-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,552,1,10,126,3,1564,2019-02-05,1
1781,the lies we tell ourselves,kantele,17669558,2019-02-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,793,1,16,120,6,2049,2019-02-05,1
1782,THE GRINDELWALD-DUMBLEDORE-DICTIONARY（Conceptions from A-Z）,Leviathanzaman,17377784,2019-02-05,General Audiences,M/M,Choose Not To Use Archive Warnings,Complete Work,中文-普通话 國語,28003,27,5,43,7,1663,2019-01-11,1
1783,what we see in the dark,kantele,17668394,2019-02-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,556,1,11,127,2,1740,2019-02-05,1
1784,the warmth of your skin,kantele,17667860,2019-02-05,Teen And Up Audiences,M/M,No Archive Warnings Apply,Complete Work,English,436,1,13,165,7,1698,2019-02-05,1
